barcode,name,brand,ingredients,allergens,energy_100g,energy_kcal_100g,fat_100g,saturated_fat_100g,carbohydrates_100g,sugars_100g,proteins_100g,serving_size,category,is_sustainable
5018374998088,Butter Me Up Spread,"Tesco, YesTo Tomatoes, Butchers choice","water, rapeseed oil, palm oil, palm kernel oil, reconstituted buttermilk (3%), salt (1%), emulsifier (mono - and di-glycerides of fatty acids), preservative (potassium sorbate), acidity regulator (lactic acid), vitamin e, colour (beta carotene), flavouring, vitamin a, vitamin d. allergy advice for allergens, see ingredients in bold. suitable for vegetarians storage keep refrigerated.",,1732.0,414.0,45.4,11.5,1.0,0.1,0.2,1serving,Condiments & Others,0
50184262,Dextro Energy,Dextro Energy,"Dextrose (88 %), maltodextrin,  Anti-caking agent (magnesium salts of fatty acids), flovouring, vitamin C",ascorbic-acid-vitamin-c,1536.0,367.0,0.5,0.3,90.0,81.0,0.0,1tablets,Health & Supplements,0
50184453,Marmite Yeast Extract,"Marmite,Unilever","yeast extract (contains barley, wheat, oats, rye), salt, vegetable juice concentrate, vitamins (thiamin, riboflavin, niacin, vitamin b12, folic acid), natural flavouring (contains celery).","celery, cereals-containing-gluten, oats, yeast",1100.0,260.0,0.5,0.1,30.0,1.2,34.0,8g,Food,1
50189335,Milkybar mixups,Nestlé,"Filled white chocolate pieces (50%) (Milk powders 37% (whole and skimmed, Sugar, Cocoa butter, Vegetable fats (Palm, Palm Kernel, Sunflower, Mango kernel, Sal, Shea), Fat-reduced cocoa powder, Butterfat from Milk), Emulsifier (Sunflower lecithin), Natural flavouring), Filled milk chocolate pieces (50%)(Sugar, Milk powders (whole and skimmed), Vegetable fats (Palm, Palm Kernel, Sunflower, Mango kernel, Sal, Shea), Cocoa mass, Cocoa butter, Lactose and proteins from whey (from Milk) Whey powder (from Milk), Butterfat (from Milk), Emulsifier (Sunflower lecithin). May contain gluten.","cereals-containing-gluten, chocolate, cocoa, lecithin, mango, milk, sunflower-lecithin",2251.0,538.0,31.3,18.8,53.2,52.3,10.0,32.5g,Food,0
5019312896435,Chicago Town Takeaway Large Stuffed Crust Pepperoni Pizza,Chicago Town,"_Wheat_ Flour (With Calcium, Iron, Thiamin, Niacin), Tomato Puree, _Mozzarella Cheese_ (13%), Pork And Beef Pepperoni (8%) (Pork, Beef Fat, Salt, Dextrose, Spices, Sugar, Dried Glucose Syrup, Garlic Powder, Smoke Flavouring, Spice Extracts, Antioxidant (Sodium Ascorbate), Preservative (Sodium Nitrite)), Water, Vegetable Oils (Palm, Sunflower), Yeast, Sugar, Salt, Modified Potato Starch, _Barley_ Malt Extract, Emulsifier (E 472e), Thickener (Guar Gum), Garlic, Acidity Regulator (Calcium Phosphates), Herbs And Spices, Flour Treatment Agent (Ascorbic Acid), Flavouring, Colour (Beta-carotene).","ascorbic-acid-vitamin-c, beef, cereals-containing-gluten, garlic, guar-gum, pork, potato, sunflower-lecithin, tomato, yeast",1090.0,261.0,9.7,,33.0,5.39,9.9,1portion,Food,0
5019503002096,Garlic & Herb Fillets 2 Pack,Quorn,"Mycoprotein (57 %), _wheat_ flour (Calcium, Iron, Niacin, Thiamine), Water, Vegetable Oils (Sunflower, Rapeseed), Rehydrated Free Ranged _Egg_ White, _wheat_ starch, _milk_ protein, natural flavourings, salt, yeast, firming agents, calcium chloride, calcium acetate, parsley, garlic powder, gelling agent, pectin, onion powder, black pepper, raising agent, annonium bicarbonate.","bell-pepper, cereals-containing-gluten, eggs, garlic, milk, mycoprotein, onion, sunflower-lecithin, yeast",753.0,180.0,7.9,1.9,14.0,0.9,11.0,100g,Health & Supplements,1
5019503002119,Quorn Crispy Fillets 2 Pack,Quorn,"Mycoprotein (61%), Wheat Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin & Thiamine), Rapeseed Oil, Water, Rehydrated Free Range Egg White, Wheat Semolina, Wheat Starch, Maize Flour, Milk Proteins, Natural Flavouring, Firming Agents: Calcium Chloride, Calcium Acetate; Dextrose, Salt, Gelling Agent: Pectin.","cereals-containing-gluten, corn-maize, eggs, milk, mycoprotein",723.0,173.0,8.3,1.14,14.8,0.23,12.5,1per,Food,1
5019503021950,Quorn 4 wild and Parsley sausages,Quorn,"Mycoprotein TM (33%), Textured Wheat Protein (Wheat Flour, Stabiliser: Sodium Alginate), Rehydrated Free Range Egg White, Rapeseed Oil, Rusk (Wheat Flour, Salt, Yeast), Onion, Flavouring, Seasoning [Salt, Yeast Extract, Herbs (Sage, Rosemary, Marjoram, Bay), Onion Powder, Potassium Chloride, Spices (Black Pepper, Nutmeg, White Pepper), Sugar, Maltodextrin, Garlic Powder, Barley Malt Extract, Sunflower Oil, Herb Extracts (Sage, Rosemary), Black Pepper Extract], Casing (Stabiliser: Sodium Alginate","bell-pepper, cereals-containing-gluten, eggs, garlic, mycoprotein, nutmeg, onion, rosemary, sunflower-lecithin, yeast",866.0,207.0,10.7,0.8,10.2,0.6,15.1,60g,Food,1
5019503025842,24 CRISPY NUGGETS*,Quorn,"Mycoprotein, Water, Wheat flour, Rapeseed oil, Rehydrated free range egg white, Maize flour, Wheat starch, Milk proteins, Natural flavouring, Salt, Disodium diphosphate, Sodium carbonate, Ammonium bicarbonate, Calcium chloride, Calcium acetate, Wheat gluten, Dextrose, Pectin","cereals-containing-gluten, corn-maize, eggs, milk, mycoprotein",788.0,188.0,8.31,0.78,16.9,1.9,9.35,4nuggets,Food,1
5019503026887,Picnic Eggs,Quorn,"Mycoprotein 40%, _Wheat_ Flour (_Wheat_ Flour, Calcium Carbonate, Iron, Niacin, Thiamine), Free Range Whole _Egg_ 11%, Water, Textured _Wheat_ Protein (_Wheat_ Flour, _Wheat_ Protein), Vegetable Oils (Sunflower, Rapeseed), Mayonnaise 2% (Rapeseed Oil, Water, Free Range _Egg_ Yolk, Vinegar, Sugar, Salt), Tapioca Starch, Dried Free Range _Egg_ White, Salt, Yeast Extract, Dried Onion, Yeast, Onion Powder, Spices (Black Pepper, White Pepper, Nutmeg), Herbs (Sage, Thyme, Parsley), Onion, Colours (Paprika Extract, Iron Oxide), Gelling Agent (Pectin), Spice Extracts (Black Pepper, Nutmeg, Mace, Ginger), Herb Extracts (Sage, Thyme), Raising Agent (Ammonium Carbonate).","bell-pepper, cereals-containing-gluten, eggs, ginger, mycoprotein, nutmeg, onion, paprika, sunflower-lecithin, thyme, yeast",1043.0,250.0,13.0,1.4,18.0,1.8,14.0,60g,Condiments & Others,1
5019503028805,Quorn Vegan H S Burger 264g,Quorn,"Mycoprotein 54%, _Wheat_ Flour (_Wheat_ Flour, Calcium Carbonate, Iron, Niacin, Thiamine), Rapeseed Oil, Water, _Wheat_ Starch, _Wheat_ Gluten, Pea Protein, Potato Protein, Firming Agents (Calcium Chloride, Calcium Acetate), Natural Flavourings, Salt, Kibbled Chilli, Parsley, Garlic Powder, Onion Powder, Pea Fibre, Yeast, Tomato Powder, Spices (Cayenne Pepper, White Pepper), Stabilisers (Carrageenan, Sodium Alginate), Rice Flour, Spice Extracts (Black Pepper, Cayenne, Ginger), Colour (Paprika Extract).","bell-pepper, carrageenan, cereals-containing-gluten, chili, garlic, ginger, mycoprotein, onion, paprika, pea-protein, potato, rice, tomato, yeast",833.0,199.0,7.3,0.6,17.0,1.0,13.0,66g,Food,1
5019503031508,Vegan Fishless Fingers,Quorn,"Rice Flake (Rice, Emulsifier (Sodium Alginate)), _Wheat_ Flour (_Wheat_ Flour, Calcium Carbonate, Iron, Niacin, Thiamine), Mycoprotein 12%, Water, Natural Flavouring, Rapeseed Oil, Stabiliser (Methylcellulose), Yeast, Salt, Paprika, Colour (Paprika Extract).","cereals-containing-gluten, mycoprotein, paprika, rice, yeast",898.0,214.0,7.8,0.6,29.0,1.6,4.5,58g,Food,1
5019503032994,Vegan burger,Quorn,"Mycoprotein (38%), Textured _Wheat_ Protein (_Wheat_ Flour, Colour: Plain Caramel; Stabiliser: Sodium Alginate), Water, Onions, Vegetable Oils (Palm, Rapeseed), Potato Protein, Flavourings (contain Smoke Flavourings), _Wheat_ Gluten, Potato Starch, Firming Agent: Calcium Chloride; Roasted _Barley_ Malt Extract, Stabiliser: Carrageenan; Pea Fibre.","carrageenan, cereals-containing-gluten, mycoprotein, pea-protein, potato",878.0,210.0,11.6,4.9,7.2,1.4,17.0,1burger,Food,1
5019503038354,Ultimate Burgers,Quorn,"Meat free savoury flavour burger, made with mycoprotein Ingredients: Water, Textured Proteins (Wheat Gluten, Pea Protein, Wheat Starch, Wheat Flour, Pea Protein Isolate), Vegetable Oils (Sunflower, Palm, Coconut), Mycoprotein (10%), Natural Flavouring, Red Beet Juice (4%) (Red Beet, Lemon Juice Concentrate), Stabiliser. Methylcellulose; Potato Protein, Barley Malt Extract.","cereals-containing-gluten, coconut, lemon, mycoprotein, pea-protein, potato, sunflower-lecithin",1067.0,255.0,14.0,3.0,10.0,3.0,23.0,114g,Food,1
5019503042085,Takeaway crunchy fillet burgers,Quorn,"Mycoprotein (57%), Rapeseed Oil, _Wheat_ Flour (_Wheat_ Flour, Calcium Carbonate, Iron, Niacin, Thiamine), Dextrose, Natural Flavourings, Water, Pea Fibre, _Wheat_ Gluten, Potato Dextrin, Potato Protein, Pea Protein, Salt, _Wheat_ Starch, Maize Starch, Spices (Black Pepper, Smoked paprika Powder, Fennel), Herbs (Oregano, Thyme), Spice Extracts (Black Pepper, Capsicum, Turmeric), Stabiliser (Carrageenan), Onion Powder, Garlic Powder, Dried Yeast, Raising Agents (Ammonium Bicarbonate, Disodium Diphosphate, Sodium Bicarbonate), Turmeric, Yeast Extract, Herb Extracts (Oregano, Thyme, Origanum Oil), Yeast Extract.","bell-pepper, carrageenan, cereals-containing-gluten, corn-maize, garlic, mycoprotein, onion, oregano, paprika, pea-protein, potato, thyme, turmeric, yeast",868.0,207.0,10.6,1.17,12.8,0.64,12.8,1burger,Condiments & Others,1
5019503043839,Jerk Mini Fillets,Quorn,"Mycoprotein 80%, _Wheat_ Gluten, Faba Bean Protein Isolate, _Wheat_ Fibre, Water, Natural Flavouring, Sugar, Potato Protein, Dried Garlic, Spirit Vinegar Powder, Tomato Powder, Chilli Powder, Onion Powder, Maize Starch, Yeast Extract, Dried Red Peppers, Pimento, Smoked Salt, Ginger, Acid (Citric Acid), Cinnamon, Nutmeg, Reduced Sodium Sea Salt, Black Pepper, Salt, Flavouring, Clove, Paprika Extract, Stabiliser (Guar Gum), Thyme Extract.","bell-pepper, cereals-containing-gluten, chili, cinnamon, citric-acid, clove, corn-maize, garlic, ginger, guar-gum, mycoprotein, nutmeg, onion, paprika, potato, thyme, tomato, yeast",513.0,122.0,2.0,0.4,6.8,2.6,16.0,69g,Condiments & Others,1
50201815,Cadbury buttons chocolate pieces white chocolate,Cadbury,"Sugar, cocoa butter, dried skimmed MILK, dried whey (from MILK), MILK fat, emulsifier (SOYA lecithin), flavouring.","cocoa, lecithin, milk, soybeans",2259.0,540.0,29.5,18.5,63.0,63.0,4.7,100g,Food,0
5021638116753,Rachel's organic Greek style coconut,"Rachel's,Rachel's organic,","Organic yogurt (from _milk_), organic cream (from _milk_), organic sugar, organic coconut 5%, Organic rice starch, organic concentrated Iemon juice, thickener: pectin","coconut, milk, rice",619.0,148.0,10.2,6.1,11.0,10.1,3.3,150g,Health & Supplements,1
5021690202708,Bon bons,Crilly sweets,"Sugar, Hydrogenated Coconut Oil, Dextrose, Humectant (sorbitol), Acid (citric acid), Pork Gelatine, Flavouring, Stabilizer (Gum Arabic), Emulsifier (Sucrose Esters of Fatty Acids), Colour (Brilliant Blue FCF).","citric-acid, coconut, gelatin, pork",1666.0,398.0,5.4,5.3,87.0,63.0,0.5,25g,Food,0
5022313333298,Tropicana: Multivitamin Boost,"Tropicana, Always","apple juice (37%), orange juice (14%), grape juice (11%), pineapple juice (8%), apricot puree (7%), peach pures, mandarin juice, kaki juice, passionfruit juice (4%), mango puree (2%), banana puree (2) lemon juice, vitamins c, bi (thiamin). (riboflavin), b6, e, beta-carotene.","apple, apricot, banana, grape, lemon, mango, orange, peach, pineapple",201.0,48.0,0.0,,11.3,10.7,0.0,1bottle,Beverages,0
5022313395586,Green Machine Smoothie,Naked,"Apple juice from concentrate (50%), Water, Banana puree, Kiwi puree (7%), Peach puree, Apple puree from concentrate (5%), Pineapple juice from concentrate (5%), Mango puree, Chlorella powder, Spirulina powder (0.2%), Spinach powder, Natural flavourings, Vitamins C, E, B6, Thiamin, Riboflavin.","apple, banana, kiwi, mango, peach, pineapple, spinach",172.0,41.0,0.0,,9.6,8.4,0.5,1portion,Beverages,0
5022374019391,Natural cashews,Forest Feast,Cashew Nuts (100%).,tree-nuts,2314.0,553.0,43.9,7.8,30.2,5.9,18.2,38g,Snacks,0
5022374048919,Milk chocolate peanuts,Forest Feast,"MILK CHOCOLATE PEANUTS: (MILK CHOCOLATE (60%) (SUSAR, COCOA BUTTER, WHOLE MILK POWDER, COCOA MASS, EMULSIFIER (SOYA LECITHIN), NATURAL VANILLA FLAVOURING), PEANUTS (39%), MALTODEXTRIN, 8LUCOSE SYRUP, SUGAR, VEGETABLE OIL (COCONUT OIL, PALM OIL, SUNFLOWER OIL), 8LAZING AGENTS (GUM ARABIC, SHELLAC)). MILK CHOCOLATE CONTAINS COCOA SOLIDS 35% MINIMUM, MILK SOLIDS 18% MINIMUM.","chocolate, cocoa, coconut, lecithin, milk, peanuts, soybeans, sunflower-lecithin, vanilla",2402.0,574.0,41.9,16.2,39.2,32.3,13.8,65g,Food,0
5022374049152,Chilli Honey Peanuts & Almonds,Forest Feast,"WHATS IN THE BaG. PEANUTS (70%), ALMONDS (30%), SUBAR, HONEY, RICE FLOUR, SALT, YEAST EXTRACT POWDER, SPICES (CAYENNE, CHILLI, CUMIN), ONION POWDER, 8ARLIC POWDER, LEMON JUICE POWDER, NATURAL FLAVOURINGS, NATURAL COLOUR (PAPRIKA), HERB (GREGANO).","cereals-containing-gluten, chili, cumin, lemon, onion, paprika, peanuts, rice, yeast",2156.0,515.0,28.8,3.4,50.5,43.4,14.5,50g,Food,0
5024121805127,Strawberry rice cake clouds,Organix,"Rice 85.0%, Apple Juice Concentrate 12.0%, Strawberry Juice Concentrate 2.5%, Blackcurrant Juice Concentrate 0.5%, Thiamin (Vitamin B)* &lt;0.1%","apple, rice, strawberry",1626.0,383.0,0.9,0.1,86.0,8.6,6.5,2rice,Food,0
5024121846304,Rasberry and Apple Oaty Bars,"Organix,organix goodies","Wholegrain oats, Raisins, Sunflower oil, Apple juice concentrate, Raspberry juice concentrate","apple, oats, raisins, raspberry, sunflower-lecithin",1700.0,407.0,15.0,1.67,56.7,26.0,7.67,30g,Food,0
5024121884306,Fingerfoods Sweetcorn Rings 7+ Months,Organix,"our organic ingredients corn, sunflower oil, sweetcorn powder, thiamin (vitamin b1)","corn-maize, sunflower-lecithin",1883.0,450.0,14.0,1.7,70.0,4.0,8.7,20g,Health & Supplements,1
5024278000734,Salted caramel seed bars,Nine,"MIXED SEEDS (SUNFLOWER, PUMPKIN, SESAME, MILLED GOLDEN FLAX, CHIA, BROWN FLAX)(70%), BROWN RICE SYRUP, SOFT DARK BROWN SUGAR, VEGETABLE OILS (PALM**, RAPESEED), RAW CANE SUGAR, SEA SALT (0.6%), NATURAL FLAVOURINGS. ** SUSTAINABLY SOURCED.  ALLERGY ADVICE: FOR ALLERGENS, SEE INGREDIENTS IN BOLD.  ALSO, MAY CONTAIN NUTS, PEANUTS,MILK AND SOYA. FREE FROM: GLUTEN, WHEAT, EGG AND ARTIFICIAL FLAVOURS, COLOURS AND PRESERVATIVES.","cereals-containing-gluten, chia-seeds, eggs, flaxseed, milk, peanuts, rice, sesame-seeds, soybeans, sunflower-lecithin, tree-nuts",2218.0,530.0,38.0,13.0,25.0,20.0,16.75,40g,Food,0
5024278001137,Original Seed Bars,Nine,"MIXED SEEDS (SUNFLOWER, PUMPKIN, SESAME, DEHULLED HEMP) (64%), SUGAR, RICE SYRUP, VEGETABLE OILS (PALM RAPESEED), CAROB (2%), SOYA FLOUR, EMULSIFIER: SUNFLOWER LECITHIN, SALT. SUSTAINABLY SOURCED. ALLERGY ADVICE: FOR ALLERGENS, SEE INGREDIENTS IN BOLD. ALSO, MAY CONTAIN NUTS, PEANUTS AND MILK. FREE FROM: GLUTEN, WHEAT, EGG AND ARTIFICIAL FLAVOURS, COLOURS AND PRESERVATIVES. MAY CONTAIN TRACES OF OTHER SEEDS AND SOME NATURAL BITS AND BOBS LIKE HUSKS AND STALKS.","cereals-containing-gluten, eggs, hemp-seeds, lecithin, milk, peanuts, rice, sesame-seeds, soybeans, sunflower-lecithin, tree-nuts",2310.0,552.0,40.1,7.8,26.7,21.1,16.6,40g,Food,0
5024333218142,Fingers,Brake,"_Wheat_ Flour (_wheat_ flour, Calcium, Iron, Niacin, Thiamin), Butter (_Milk_) 32%, Sugar, Salt","cereals-containing-gluten, milk",2226.0,533.0,30.0,19.0,58.0,16.0,5.6,28g,Food,0
50249473,Munchies,Nestlé,"Sugar, Glucose syrup, _Milk_ powders (Whole and skimmed), Cocoa butter, Invert sugar syrup, Vegetable fats (Palm, Mango kernel, Sal, Shea, Rapeseed), Sweetened condensed skimmed _milk_ (Skimmed _milk_, Sugar), Cocoa mass, Lactose and proteins from whey (from _Milk_), Whey powder (from _Milk_), _Wheat_ flour (contains Calcium, Iron, Thiamin and Niacin), Emulsifier (Sunflower lecithin), _Barley_ malt extract, Raising agents (Ammonium bicarbonate, Sodium bicarbonate), Salt.","cereals-containing-gluten, cocoa, lecithin, mango, milk, sunflower-lecithin",2042.0,488.0,23.1,13.0,65.0,57.6,4.0,1tube,Health & Supplements,1
5025125000006,Sourdough White Ciabattin Bread,Jason’s,"Wheat Flour (Fortified with Calcium Carbonate, Iron, Niacin, Thiamin), Water, Salt, Fermented Wheat Flour.",cereals-containing-gluten,962.0,230.0,0.8,0.1,44.1,2.4,10.1,1portion,Food,0
5025125000129,Sourdough Bread - Superb Sprouted Grains n°7,Jason's,"Wheat Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Water, Wholemeal Spelt Flour, Sprouted Spelt (8%), Rye Flour, Salt, Fermented Wheat Flour",cereals-containing-gluten,975.0,233.0,1.1,0.2,44.8,2.6,9.3,1slice,Food,0
50251506,Extra strong mints peppermint,XXX,"SUGAR, GLUCOSE SYRUP, BEEF GELATINE, FLAVOURING, STABILISER (XANTHAN GUM), POTATO STARCH. ALLERGY ADVICE: MAY CONTAIN TRACES OF NUTS","beef, gelatin, potato, tree-nuts, xanthan-gum",1699.0,406.0,0.6,0.1,99.0,99.0,0.8,2.5g,Food,0
5025324007059,in Sport Rego Rapid Recovery Strawberry Flavour,Science in Sport,"Carbohydrate Mix (469%) (Maltodextrin (from Maize), Fructose), Protein 45%) Soy Protein Isolate Electrolytes 3% Sodium Chloride, Potassium Chloride, Calcium Lactate, Magnesium Oxide), Natural Flavourings, L-Leucine, Emulsifier Soy Lecithin), Thickener (Xanthan Gum), Colour (Beetroot Red), Vitamins","corn-maize, lecithin, soybeans, xanthan-gum",1540.0,368.0,2.6,0.4,46.0,10.0,40.0,50g,Health & Supplements,1
5025840003689,Quark,Grahams,"quark (milk), allergens: for allergens, see ingredients in bold, suitable for vegetarians, *reference intake of an average adult (8400kj/",milk,272.0,65.0,0.1,0.1,3.7,3.7,12.5,1serving,Food,0
5025840005263,Protein yogurt,Penny,"Quark (milk) (89%), raspberry (5%), sugar, water, corn flour, raspberry juice (1%), colour (anthocyanins), acid (citric acid), natural flavourings.","cereals-containing-gluten, citric-acid, corn-maize, milk, raspberry",347.0,83.0,0.4,0.2,7.5,5.5,12.3,1pot,Food,1
5025840005270,Protein Yoghurt,Graham’s,"Quark (milk) (89%), peach (5%), sugar, water, corn flour, natural flavourings, acid (citric acid), colour (carotenes)","cereals-containing-gluten, citric-acid, corn-maize, milk, peach",351.0,84.0,0.4,0.4,7.8,5.5,12.3,1pot,Food,1
5025840005294,Strawberry High Protein Yogurt Pouch,Graham's,"Quark _milk_ 89%, strawberries 5%, sugar, water, corn flour, natural flavourings, acid (citric acid), concentrates (carrot, safflower).","carrot, cereals-containing-gluten, citric-acid, corn-maize, milk, strawberry",348.0,83.0,0.4,0.2,7.5,5.3,12.4,1portion,Food,1
5027492002768,"Energy Bar, Peanut",High5,"Dried Fruit 45% (Sultanas, Dates, Rice  Flour, Sunflower Oil) Peanuts 38%, Sunflower Seeds, Humectant (Vegetable Glycerol), Oats 1%, Maltodextrin.","cereals-containing-gluten, dates, oats, peanuts, rice, sunflower-lecithin",1941.0,464.0,24.0,4.3,45.0,32.0,13.0,55g,Food,0
5027492996333,Energy Source,High5,"MALTODEXTRIN, FRUCTOSE 32%, NATURAL FLAVOURINGS (BLACKCURRANT, RASPBERRY, STRAWBERRY, BLACKBERRY, BLUEBERRY), ACIDITY REGULATORS (TRI SODIUM CITRATE, POTASSIUM CITRATE),[FOOD] ACIDS (CITRIC ACID, MALIC ACID), SEA SALT 0.3%.","blackberry, blueberry, citric-acid, raspberry, strawberry",1573.0,376.0,0.0,0.0,94.0,40.0,0.0,47g,Health & Supplements,1
5031021087065,Basmati Rice,Tesco,"0,2g 1,8g 8,5g &lt;0,01g 0,1g 1,1g 5,3g &lt;0,01g of which sugars fibre protein salt pack contains 8 servings *reference intake of an average adult (8400kj /",,644.0,154.0,0.9,0.13,32.6,0.13,3.59,0.5bag,Food,0
5031021164032,Italian Chopped Tomatoes,Tesco,"Tomato 65%, Concentrated tomato juice,  Acidity Regulator(Citric Acid).","citric-acid, tomato",106.0,25.0,0.2,0.1,4.0,4.0,1.4,0.5tin,Food,0
5031021679253,Extra Virgin Olive Oil,Tesco,Extra Virgin Olive Oil.,,3700.0,900.0,100.0,14.3,0.0,0.0,0.0,15g,Condiments & Others,0
5031021722324,Irish processed peas,Tesco,"Processed Peas, Water, Sugar, Salt, Colours (Copper Complexes of Chlorophyllins, Riboflavin).",,424.0,100.0,0.4,0.1,16.3,1.8,5.7,98g,Beverages,0
